"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"September 2019","Bank Top & Lascelles","E05010412","Total","All categories: Age 16+","Claimant count","Value",300,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Total","Aged 16-24","Claimant count","Value",70,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Total","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Male","All categories: Age 16+","Claimant count","Value",170,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Male","Aged 16-24","Claimant count","Value",40,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Male","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Female","All categories: Age 16+","Claimant count","Value",125,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Female","Aged 16-24","Claimant count","Value",30,"Normal Value"
"September 2019","Bank Top & Lascelles","E05010412","Female","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Total","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Male","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Female","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Female","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Brinkburn & Faverdale","E05010413","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Cockerton","E05010414","Total","All categories: Age 16+","Claimant count","Value",190,"Normal Value"
"September 2019","Cockerton","E05010414","Total","Aged 16-24","Claimant count","Value",45,"Normal Value"
"September 2019","Cockerton","E05010414","Total","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Cockerton","E05010414","Male","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"September 2019","Cockerton","E05010414","Male","Aged 16-24","Claimant count","Value",30,"Normal Value"
"September 2019","Cockerton","E05010414","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Cockerton","E05010414","Female","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Cockerton","E05010414","Female","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Cockerton","E05010414","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","College","E05010415","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","College","E05010415","Total","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","College","E05010415","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","College","E05010415","Male","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","College","E05010415","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","College","E05010415","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","College","E05010415","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","College","E05010415","Female","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","College","E05010415","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Eastbourne","E05010416","Total","All categories: Age 16+","Claimant count","Value",205,"Normal Value"
"September 2019","Eastbourne","E05010416","Total","Aged 16-24","Claimant count","Value",40,"Normal Value"
"September 2019","Eastbourne","E05010416","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Eastbourne","E05010416","Male","All categories: Age 16+","Claimant count","Value",125,"Normal Value"
"September 2019","Eastbourne","E05010416","Male","Aged 16-24","Claimant count","Value",25,"Normal Value"
"September 2019","Eastbourne","E05010416","Male","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Eastbourne","E05010416","Female","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"September 2019","Eastbourne","E05010416","Female","Aged 16-24","Claimant count","Value",20,"Normal Value"
"September 2019","Eastbourne","E05010416","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Total","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Male","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Female","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Female","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Harrowgate Hill","E05010417","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Total","All categories: Age 16+","Claimant count","Value",120,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Total","Aged 16-24","Claimant count","Value",30,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Male","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Male","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Female","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Female","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Haughton & Springfield","E05010418","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Total","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Female","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Heighington & Coniscliffe","E05010419","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Hummersknott","E05010420","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Hummersknott","E05010420","Total","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hummersknott","E05010420","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hummersknott","E05010420","Male","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Hummersknott","E05010420","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hummersknott","E05010420","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hummersknott","E05010420","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Hummersknott","E05010420","Female","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hummersknott","E05010420","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hurworth","E05010421","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Hurworth","E05010421","Total","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hurworth","E05010421","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Hurworth","E05010421","Male","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Hurworth","E05010421","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hurworth","E05010421","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hurworth","E05010421","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Hurworth","E05010421","Female","Aged 16-24","Claimant count","Value",0,"Normal Value"
"September 2019","Hurworth","E05010421","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Mowden","E05010422","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Mowden","E05010422","Total","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Mowden","E05010422","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Mowden","E05010422","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Mowden","E05010422","Male","Aged 16-24","Claimant count","Value",0,"Normal Value"
"September 2019","Mowden","E05010422","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Mowden","E05010422","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Mowden","E05010422","Female","Aged 16-24","Claimant count","Value",0,"Normal Value"
"September 2019","Mowden","E05010422","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","North Road","E05010423","Total","All categories: Age 16+","Claimant count","Value",330,"Normal Value"
"September 2019","North Road","E05010423","Total","Aged 16-24","Claimant count","Value",70,"Normal Value"
"September 2019","North Road","E05010423","Total","Aged 25-29","Claimant count","Value",45,"Normal Value"
"September 2019","North Road","E05010423","Male","All categories: Age 16+","Claimant count","Value",205,"Normal Value"
"September 2019","North Road","E05010423","Male","Aged 16-24","Claimant count","Value",45,"Normal Value"
"September 2019","North Road","E05010423","Male","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","North Road","E05010423","Female","All categories: Age 16+","Claimant count","Value",125,"Normal Value"
"September 2019","North Road","E05010423","Female","Aged 16-24","Claimant count","Value",25,"Normal Value"
"September 2019","North Road","E05010423","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Northgate","E05010424","Total","All categories: Age 16+","Claimant count","Value",315,"Normal Value"
"September 2019","Northgate","E05010424","Total","Aged 16-24","Claimant count","Value",60,"Normal Value"
"September 2019","Northgate","E05010424","Total","Aged 25-29","Claimant count","Value",45,"Normal Value"
"September 2019","Northgate","E05010424","Male","All categories: Age 16+","Claimant count","Value",205,"Normal Value"
"September 2019","Northgate","E05010424","Male","Aged 16-24","Claimant count","Value",35,"Normal Value"
"September 2019","Northgate","E05010424","Male","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Northgate","E05010424","Female","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"September 2019","Northgate","E05010424","Female","Aged 16-24","Claimant count","Value",25,"Normal Value"
"September 2019","Northgate","E05010424","Female","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Park East","E05010425","Total","All categories: Age 16+","Claimant count","Value",500,"Normal Value"
"September 2019","Park East","E05010425","Total","Aged 16-24","Claimant count","Value",130,"Normal Value"
"September 2019","Park East","E05010425","Total","Aged 25-29","Claimant count","Value",45,"Normal Value"
"September 2019","Park East","E05010425","Male","All categories: Age 16+","Claimant count","Value",305,"Normal Value"
"September 2019","Park East","E05010425","Male","Aged 16-24","Claimant count","Value",70,"Normal Value"
"September 2019","Park East","E05010425","Male","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Park East","E05010425","Female","All categories: Age 16+","Claimant count","Value",195,"Normal Value"
"September 2019","Park East","E05010425","Female","Aged 16-24","Claimant count","Value",60,"Normal Value"
"September 2019","Park East","E05010425","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Park West","E05010426","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Park West","E05010426","Total","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Park West","E05010426","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Park West","E05010426","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Park West","E05010426","Male","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Park West","E05010426","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Park West","E05010426","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Park West","E05010426","Female","Aged 16-24","Claimant count","Value",0,"Normal Value"
"September 2019","Park West","E05010426","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Pierremont","E05010427","Total","All categories: Age 16+","Claimant count","Value",200,"Normal Value"
"September 2019","Pierremont","E05010427","Total","Aged 16-24","Claimant count","Value",40,"Normal Value"
"September 2019","Pierremont","E05010427","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Pierremont","E05010427","Male","All categories: Age 16+","Claimant count","Value",130,"Normal Value"
"September 2019","Pierremont","E05010427","Male","Aged 16-24","Claimant count","Value",30,"Normal Value"
"September 2019","Pierremont","E05010427","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Pierremont","E05010427","Female","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Pierremont","E05010427","Female","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Pierremont","E05010427","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Total","All categories: Age 16+","Claimant count","Value",130,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Total","Aged 16-24","Claimant count","Value",30,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Total","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Male","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Male","Aged 16-24","Claimant count","Value",20,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Female","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Female","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Red Hall & Lingfield","E05010428","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Total","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Male","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Male","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Female","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Female","Aged 16-24","Claimant count","Value",0,"Normal Value"
"September 2019","Sadberge & Middleton St George","E05010429","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Stephenson","E05010430","Total","All categories: Age 16+","Claimant count","Value",160,"Normal Value"
"September 2019","Stephenson","E05010430","Total","Aged 16-24","Claimant count","Value",25,"Normal Value"
"September 2019","Stephenson","E05010430","Total","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Stephenson","E05010430","Male","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"September 2019","Stephenson","E05010430","Male","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Stephenson","E05010430","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Stephenson","E05010430","Female","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Stephenson","E05010430","Female","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Stephenson","E05010430","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Whinfield","E05010431","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"September 2019","Whinfield","E05010431","Total","Aged 16-24","Claimant count","Value",20,"Normal Value"
"September 2019","Whinfield","E05010431","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Whinfield","E05010431","Male","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Whinfield","E05010431","Male","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Whinfield","E05010431","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Whinfield","E05010431","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Whinfield","E05010431","Female","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Whinfield","E05010431","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Annfield Plain","E05009030","Total","All categories: Age 16+","Claimant count","Value",265,"Normal Value"
"September 2019","Annfield Plain","E05009030","Total","Aged 16-24","Claimant count","Value",60,"Normal Value"
"September 2019","Annfield Plain","E05009030","Total","Aged 25-29","Claimant count","Value",45,"Normal Value"
"September 2019","Annfield Plain","E05009030","Male","All categories: Age 16+","Claimant count","Value",165,"Normal Value"
"September 2019","Annfield Plain","E05009030","Male","Aged 16-24","Claimant count","Value",35,"Normal Value"
"September 2019","Annfield Plain","E05009030","Male","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Annfield Plain","E05009030","Female","All categories: Age 16+","Claimant count","Value",100,"Normal Value"
"September 2019","Annfield Plain","E05009030","Female","Aged 16-24","Claimant count","Value",20,"Normal Value"
"September 2019","Annfield Plain","E05009030","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Aycliffe East","E05009031","Total","All categories: Age 16+","Claimant count","Value",190,"Normal Value"
"September 2019","Aycliffe East","E05009031","Total","Aged 16-24","Claimant count","Value",40,"Normal Value"
"September 2019","Aycliffe East","E05009031","Total","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Aycliffe East","E05009031","Male","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"September 2019","Aycliffe East","E05009031","Male","Aged 16-24","Claimant count","Value",25,"Normal Value"
"September 2019","Aycliffe East","E05009031","Male","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Aycliffe East","E05009031","Female","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Aycliffe East","E05009031","Female","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Aycliffe East","E05009031","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Total","All categories: Age 16+","Claimant count","Value",205,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Total","Aged 16-24","Claimant count","Value",50,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Total","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Male","All categories: Age 16+","Claimant count","Value",135,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Male","Aged 16-24","Claimant count","Value",35,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Male","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Female","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Female","Aged 16-24","Claimant count","Value",15,"Normal Value"
"September 2019","Aycliffe North and Middridge","E05009032","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Aycliffe West","E05009033","Total","All categories: Age 16+","Claimant count","Value",270,"Normal Value"
"September 2019","Aycliffe West","E05009033","Total","Aged 16-24","Claimant count","Value",75,"Normal Value"
"September 2019","Aycliffe West","E05009033","Total","Aged 25-29","Claimant count","Value",45,"Normal Value"
"September 2019","Aycliffe West","E05009033","Male","All categories: Age 16+","Claimant count","Value",155,"Normal Value"
"September 2019","Aycliffe West","E05009033","Male","Aged 16-24","Claimant count","Value",40,"Normal Value"
"September 2019","Aycliffe West","E05009033","Male","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Aycliffe West","E05009033","Female","All categories: Age 16+","Claimant count","Value",120,"Normal Value"
"September 2019","Aycliffe West","E05009033","Female","Aged 16-24","Claimant count","Value",30,"Normal Value"
"September 2019","Aycliffe West","E05009033","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Total","All categories: Age 16+","Claimant count","Value",100,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Total","Aged 16-24","Claimant count","Value",25,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Male","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Male","Aged 16-24","Claimant count","Value",20,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Female","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Female","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Barnard Castle East","E05009034","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Total","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Male","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Male","Aged 16-24","Claimant count","Value",10,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Female","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Female","Aged 16-24","Claimant count","Value",5,"Normal Value"
"September 2019","Barnard Castle West","E05009035","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Belmont","E05009036","Total","All categories: Age 16+","Claimant count","Value",260,"Normal Value"
